Count,Volume
1,100
260,100
820,100
0,100
12000,100
2400,100
110,100
370,100
3,100
920,100
1,100
33,100
21000,100
1400,100
18,100
7,100
16,100
650,100
520,100
1000,100
1400,100
14000,100
1,100
820,100
99,100
3,100
26,100
2600,100
1,100
36,100
390,100
0,100
130,100
29,100
290,100
130,100
